"formulario_id";"importacao_id";"arquivo_nome";"processado_em";"total_abas";"aba_origem";"formulario_index";"cliente";"titulo_plano";"numero_acordo";"periodo_original";"periodo_inicio";"periodo_fim";"periodo_normalizado";"periodo_status";"periodo_acoes_original";"periodo_acoes_inicio";"periodo_acoes_fim";"periodo_acoes_normalizado";"periodo_acoes_status";"contrapartida_id";"bloco_origem";"linha_ordem";"quantidade";"quantidade_numerica";"tipo_acao";"periodo";"lojas";"obs";"row_excel";"linha_original"
"12";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"UNIDASUL";"1";"UNIDASUL";"PLANO DE NEGÓCIOS";"NULL";"SETEMBRO À DEZEMBRO";"NULL";"NULL";"SETEMBRO À DEZEMBRO";"nao_interpretado";"NULL";"NULL";"NULL";"NULL";"NULL";"37";"contrapartidas";"2";"1";"1.0000";"PONTO EXTRA";"Mensal";"1";"NULL";"56";"1 | PONTO EXTRA | Mensal | 1"
"13";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"SDB COM";"1";"SDB COM. - FORT ATACADISTA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À MARÇO/26";"2026-01";"2026-03";"2026-01 a 2026-03";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"38";"contrapartidas";"1";"5";"5.0000";"Fotos Encarte";"Mensal";"NULL";"NULL";"68";"5 | Fotos Encarte | Mensal"
"14";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"CENTERMASTERSUL";"1";"CENTERMASTERSUL";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"39";"contrapartidas";"1";"2";"2.0000";"Ponto Extra";"Mensal";"Lj 2 | Lj5";"NULL";"55";"2 | Ponto Extra | Mensal | Lj 2 | Lj5"
"14";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"CENTERMASTERSUL";"1";"CENTERMASTERSUL";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"40";"contrapartidas";"2";"2";"2.0000";"Fotos Encarte";"Mensal";"NULL";"NULL";"56";"2 | Fotos Encarte | Mensal"
"15";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"MYATA";"1";"SUPERMERCADO MYATA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO A DEZEMBRO/2026";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"41";"contrapartidas";"1";"1";"1.0000";"Foto em encarte";"Mensal";"Todas";"NULL";"43";"1 | Foto em encarte | Mensal | Todas"
"15";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"MYATA";"1";"SUPERMERCADO MYATA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO A DEZEMBRO/2026";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"42";"contrapartidas";"2";"1";"1.0000";"Post Instagram";"Mensal";"Todas";"NULL";"44";"1 | Post Instagram | Mensal | Todas"
"16";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"PASSARELA CENTER";"1";"PASSARELA CENTER";"JBP";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"43";"contrapartidas";"1";"8";"8.0000";"Fotos Encarte Mensal";"Mensal (5 fotos 1° quinz + 3 fotos 2° quinz)";"Varejo";"NULL";"57";"8 | Fotos Encarte Mensal | Mensal (5 fotos 1° quinz + 3 fotos 2° quinz) | Varejo"
"16";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"PASSARELA CENTER";"1";"PASSARELA CENTER";"JBP";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"44";"contrapartidas";"2";"8";"8.0000";"Fotos Encarte Mensal";"Mensal (5 fotos 1° quinz + 3 fotos 2° quinz)";"Atacado";"NULL";"58";"8 | Fotos Encarte Mensal | Mensal (5 fotos 1° quinz + 3 fotos 2° quinz) | Atacado"
"17";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"GUANABARA";"1";"GUANABARA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"45";"contrapartidas_acoes";"1";"4";"4.0000";"Fotos Encarte";"Mensal";"NULL";"NULL";"69";"4 | Fotos Encarte | Mensal"
"18";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"TRINDADE";"1";"TRINDADE E SEHN LTDA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"46";"contrapartidas";"1";"1";"1.0000";"Ponto Extra";"Mensal";"NULL";"NULL";"67";"1 | Ponto Extra | Mensal"
"18";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"TRINDADE";"1";"TRINDADE E SEHN LTDA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"47";"contrapartidas";"2";"4";"4.0000";"Fotos Encarte";"Mensal";"NULL";"NULL";"68";"4 | Fotos Encarte | Mensal"
"20";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"GUARAPARI";"1";"GUARAPARI";"PLANO DE INTRODUÇÃO";"NULL";"OUTUBRO/25 À MARÇO/26";"2025-10";"2026-03";"2025-10 a 2026-03";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"48";"contrapartidas";"1";"1";"1.0000";"FOTOS ENCARTE";"Mensal";"4";"NULL";"55";"1 | FOTOS ENCARTE | Mensal | 4"
"20";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"GUARAPARI";"1";"GUARAPARI";"PLANO DE INTRODUÇÃO";"NULL";"OUTUBRO/25 À MARÇO/26";"2025-10";"2026-03";"2025-10 a 2026-03";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"49";"contrapartidas";"2";"1";"1.0000";"PONTO EXTRA";"Mensal";"1";"NULL";"56";"1 | PONTO EXTRA | Mensal | 1"
"21";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"ROXO";"1";"ROXO";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"50";"contrapartidas";"1";"4 itens";"NULL";"Oferta Interna";"Semanal";"NULL";"NULL";"61";"4 itens | Oferta Interna | Semanal"
"21";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"ROXO";"1";"ROXO";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"51";"contrapartidas";"2";"1";"1.0000";"Ponto Extra";"Mensal";"NULL";"NULL";"62";"1 | Ponto Extra | Mensal"
"21";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"ROXO";"1";"ROXO";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"52";"contrapartidas";"3";"4";"4.0000";"Fotos Encarte";"Semanal";"NULL";"NULL";"63";"4 | Fotos Encarte | Semanal"
"23";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"JEPSEN";"1";"JEPSEN";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"53";"contrapartidas";"1";"4 itens";"NULL";"Oferta Interna";"Semanal";"MATRIZ E FILIAL";"NULL";"64";"4 itens | Oferta Interna | Semanal | MATRIZ E FILIAL"
"23";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"JEPSEN";"1";"JEPSEN";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"54";"contrapartidas";"2";"2";"2.0000";"Ponto Extra";"Mensal";"MATRIZ E FILIAL";"NULL";"65";"2 | Ponto Extra | Mensal | MATRIZ E FILIAL"
"23";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"JEPSEN";"1";"JEPSEN";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"55";"contrapartidas";"3";"4";"4.0000";"Fotos Encarte";"Semanal";"NULL";"NULL";"66";"4 | Fotos Encarte | Semanal"
"24";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"REDE AMMA";"1";"REDE AMMA";"PLANO DE INTRODUÇÃO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"56";"contrapartidas";"1";"1";"1.0000";"Ponto Extra por Loja";"Mensal";"Todas";"NULL";"39";"1 | Ponto Extra por Loja | Mensal | Todas"
"24";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"REDE AMMA";"1";"REDE AMMA";"PLANO DE INTRODUÇÃO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"57";"contrapartidas";"2";"5";"5.0000";"Fotos em Encarte";"Mensal";"Todas";"NULL";"40";"5 | Fotos em Encarte | Mensal | Todas"
"25";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"BONATO";"1";"L C BONATO";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"58";"contrapartidas";"1";"2";"2.0000";"Fotos Encarte";"Mensal (1° Quinzena)";"NULL";"NULL";"45";"2 | Fotos Encarte | Mensal (1° Quinzena)"
"25";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"BONATO";"1";"L C BONATO";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"59";"contrapartidas";"2";"4";"4.0000";"Pontas de Gôndola";"Mensal";"NULL";"NULL";"46";"4 | Pontas de Gôndola | Mensal"
"26";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"STOCK-ARCHER";"1";"STOCK/ARCHER";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"60";"contrapartidas";"1";"3";"3.0000";"Fotos Encarte";"Mensal (1° quinzena)";"NULL";"NULL";"55";"3 | Fotos Encarte | Mensal (1° quinzena)"
"26";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"STOCK-ARCHER";"1";"STOCK/ARCHER";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"61";"contrapartidas";"2";"1";"1.0000";"Ponto Extra";"Mensal (1° quinzena)";"NULL";"NULL";"56";"1 | Ponto Extra | Mensal (1° quinzena)"
"27";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"MAXFORT";"1";"MAXFORT ATACADO";"PLANO DE INTRODUÇÃO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"62";"contrapartidas";"1";"2";"2.0000";"Fotos Encarte";"Mensal";"NULL";"NULL";"38";"2 | Fotos Encarte | Mensal"
"27";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"MAXFORT";"1";"MAXFORT ATACADO";"PLANO DE INTRODUÇÃO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"63";"contrapartidas";"2";"1";"1.0000";"Ponta de Gôndola";"Mensal";"NULL";"NULL";"39";"1 | Ponta de Gôndola | Mensal"
"29";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"IMPERIAL";"1";"IMPERIAL SUPERMERCADOS";"PLANO DE NEGÓCIOS";"NULL";"JULHO/25 À DEZ/26";"NULL";"NULL";"JULHO/25 À DEZ/26";"nao_interpretado";"NULL";"NULL";"NULL";"NULL";"NULL";"64";"contrapartidas";"1";"2";"2.0000";"Fotos em encarte";"1° Quinzena";"Todas";"NULL";"38";"2 | Fotos em encarte | 1° Quinzena | Todas"
"29";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"IMPERIAL";"1";"IMPERIAL SUPERMERCADOS";"PLANO DE NEGÓCIOS";"NULL";"JULHO/25 À DEZ/26";"NULL";"NULL";"JULHO/25 À DEZ/26";"nao_interpretado";"NULL";"NULL";"NULL";"NULL";"NULL";"65";"contrapartidas";"2";"2";"2.0000";"Fotos em encarte";"2° Quinzena";"Todas";"NULL";"39";"2 | Fotos em encarte | 2° Quinzena | Todas"
"29";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"IMPERIAL";"1";"IMPERIAL SUPERMERCADOS";"PLANO DE NEGÓCIOS";"NULL";"JULHO/25 À DEZ/26";"NULL";"NULL";"JULHO/25 À DEZ/26";"nao_interpretado";"NULL";"NULL";"NULL";"NULL";"NULL";"66";"contrapartidas";"3";"1";"1.0000";"Ponto extra";"Mensal";"Todas";"NULL";"40";"1 | Ponto extra | Mensal | Todas"
"30";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"NICOLINI";"1";"OSMAR NICOLINI";"PLANO DE NEGÓCIOS";"NULL";"MARÇO/25 A FEVEREIRO/26";"2025-03";"2026-02";"2025-03 a 2026-02";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"67";"contrapartidas";"1";"1";"1.0000";"Ponta de Gondola - Atacadaço";"12 meses";"Atacadaço Bage";"NULL";"58";"1 | Ponta de Gondola - Atacadaço | 12 meses | Atacadaço Bage"
"30";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"NICOLINI";"1";"OSMAR NICOLINI";"PLANO DE NEGÓCIOS";"NULL";"MARÇO/25 A FEVEREIRO/26";"2025-03";"2026-02";"2025-03 a 2026-02";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"68";"contrapartidas";"2";"3";"3.0000";"Fotos em encarte Miolo - Atacadaço";"12 meses";"Todas lojas Atacadaço";"NULL";"59";"3 | Fotos em encarte Miolo - Atacadaço | 12 meses | Todas lojas Atacadaço"
"30";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"NICOLINI";"1";"OSMAR NICOLINI";"PLANO DE NEGÓCIOS";"NULL";"MARÇO/25 A FEVEREIRO/26";"2025-03";"2026-02";"2025-03 a 2026-02";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"69";"contrapartidas";"3";"2";"2.0000";"Fotos em encarte - Varejo";"12 meses";"Todas lojas Varejo";"NULL";"60";"2 | Fotos em encarte - Varejo | 12 meses | Todas lojas Varejo"
"30";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"NICOLINI";"1";"OSMAR NICOLINI";"PLANO DE NEGÓCIOS";"NULL";"MARÇO/25 A FEVEREIRO/26";"2025-03";"2026-02";"2025-03 a 2026-02";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"70";"contrapartidas";"4";"2";"2.0000";"Fotos em encarte - Engenho";"12 meses";"Todas lojas Varejo";"NULL";"61";"2 | Fotos em encarte - Engenho | 12 meses | Todas lojas Varejo"
"31";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"IMEC-DESCO";"1";"IMEC/DESCO";"JBP";"NULL";"FEVEREIRO À DEZEMBRO/26";"2026-02";"2026-12";"2026-02 a 2026-12";"normalizado";"MARÇO/26 À JANEIRO/27";"2026-03";"2027-01";"2026-03 a 2027-01";"normalizado";"71";"contrapartidas";"1";"6";"6.0000";"Lâminas - 12 fotos";"Março/Abril/Maio/Julho/Agosto 26 + Janeiro/27";"NULL";"NULL";"67";"6 | Lâminas - 12 fotos | Março/Abril/Maio/Julho/Agosto 26 + Janeiro/27"
"31";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"IMEC-DESCO";"1";"IMEC/DESCO";"JBP";"NULL";"FEVEREIRO À DEZEMBRO/26";"2026-02";"2026-12";"2026-02 a 2026-12";"normalizado";"MARÇO/26 À JANEIRO/27";"2026-03";"2027-01";"2026-03 a 2027-01";"normalizado";"72";"contrapartidas";"2";"10";"10.0000";"Back Light + Ponto Extra/Ilha";"10 lojas: BENTO|CHARQUEADAS|TAQUARA|ESTEIO|SANTA CRUZ|LAJEADO|ALVORADA|IMBE|MONTENEGRO|JUCA BATISTA";"NULL";"NULL";"68";"10 | Back Light + Ponto Extra/Ilha | 10 lojas: BENTO|CHARQUEADAS|TAQUARA|ESTEIO|SANTA CRUZ|LAJEADO|ALVORADA|IMBE|MONTENEGRO|JUCA BATISTA"
"31";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"IMEC-DESCO";"1";"IMEC/DESCO";"JBP";"NULL";"FEVEREIRO À DEZEMBRO/26";"2026-02";"2026-12";"2026-02 a 2026-12";"normalizado";"MARÇO/26 À JANEIRO/27";"2026-03";"2027-01";"2026-03 a 2027-01";"normalizado";"73";"contrapartidas";"3";"1";"1.0000";"Tabloide (20 fotos) + Ponto Extra";"Junho";"NULL";"NULL";"69";"1 | Tabloide (20 fotos) + Ponto Extra | Junho"
"31";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"IMEC-DESCO";"1";"IMEC/DESCO";"JBP";"NULL";"FEVEREIRO À DEZEMBRO/26";"2026-02";"2026-12";"2026-02 a 2026-12";"normalizado";"MARÇO/26 À JANEIRO/27";"2026-03";"2027-01";"2026-03 a 2027-01";"normalizado";"74";"contrapartidas";"4";"4";"4.0000";"Tabloide (10 fotos) + Ponto Extra";"Setembro/Outubro/Novembro/Dezembro";"NULL";"NULL";"70";"4 | Tabloide (10 fotos) + Ponto Extra | Setembro/Outubro/Novembro/Dezembro"
"32";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"DIAS E KRIEGER ( POPULAR)";"1";"DIAS E KRIEGER ( POPULAR)";"PLANO DE INTRODUÇÃO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"75";"contrapartidas";"1";"2";"2.0000";"PONTAS";"2 MESES";"2";"NULL";"38";"2 | PONTAS | 2 MESES | 2"
