"formulario_id";"importacao_id";"arquivo_nome";"processado_em";"total_abas";"aba_origem";"formulario_index";"cliente";"titulo_plano";"numero_acordo";"periodo_original";"periodo_inicio";"periodo_fim";"periodo_normalizado";"periodo_status";"periodo_acoes_original";"periodo_acoes_inicio";"periodo_acoes_fim";"periodo_acoes_normalizado";"periodo_acoes_status";"descricao_investimento_id";"linha_ordem";"tipo_registro";"descricao";"valor_original";"valor_numerico";"unidade";"observacao";"lado_layout";"row_excel";"linha_original"
"12";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"UNIDASUL";"1";"UNIDASUL";"PLANO DE NEGÓCIOS";"NULL";"SETEMBRO À DEZEMBRO";"NULL";"NULL";"SETEMBRO À DEZEMBRO";"nao_interpretado";"NULL";"NULL";"NULL";"NULL";"NULL";"33";"2";"descricao_investimento";"VALO DE INVESTIMENTO TOTAL";"R$ 40.000,00 (PAGOS EM 4 PARCELAS R$ 10.000)";"NULL";"BRL";"NULL";"NULL";"43";"VALO DE INVESTIMENTO TOTAL | R$ 40.000,00 (PAGOS EM 4 PARCELAS R$ 10.000)"
"12";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"UNIDASUL";"1";"UNIDASUL";"PLANO DE NEGÓCIOS";"NULL";"SETEMBRO À DEZEMBRO";"NULL";"NULL";"SETEMBRO À DEZEMBRO";"nao_interpretado";"NULL";"NULL";"NULL";"NULL";"NULL";"34";"3";"descricao_investimento";"FORMA DE PAGAMENTO: DEPÓSITO EM CONTA (INFORMAR CONTA)";"DEPÓSITO EM CONTA";"NULL";"NULL";"NULL";"NULL";"46";"FORMA DE PAGAMENTO: DEPÓSITO EM CONTA (INFORMAR CONTA) | DEPÓSITO EM CONTA"
"13";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"SDB COM";"1";"SDB COM. - FORT ATACADISTA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À MARÇO/26";"2026-01";"2026-03";"2026-01 a 2026-03";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"35";"2";"descricao_investimento";"PERCENTUAL DE INVESTIMENTO MENSAL TOTAL:";"5%";"5.0000";"%";"NULL";"NULL";"44";"PERCENTUAL DE INVESTIMENTO MENSAL TOTAL: | 5%"
"13";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"SDB COM";"1";"SDB COM. - FORT ATACADISTA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À MARÇO/26";"2026-01";"2026-03";"2026-01 a 2026-03";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"36";"3";"descricao_investimento";"PERCENTUAL DE INVESTIMENTO: OBJETIVO LAVA ROUPAS E DESINFETANTE";"3%";"3.0000";"%";"NULL";"NULL";"47";"PERCENTUAL DE INVESTIMENTO: OBJETIVO LAVA ROUPAS E DESINFETANTE | 3%"
"13";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"SDB COM";"1";"SDB COM. - FORT ATACADISTA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À MARÇO/26";"2026-01";"2026-03";"2026-01 a 2026-03";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"37";"4";"descricao_investimento";"PERCENTUAL DE INVESTIMENTO: VOLUME GLOBAL";"1%";"1.0000";"%";"NULL";"NULL";"50";"PERCENTUAL DE INVESTIMENTO: VOLUME GLOBAL | 1%"
"13";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"SDB COM";"1";"SDB COM. - FORT ATACADISTA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À MARÇO/26";"2026-01";"2026-03";"2026-01 a 2026-03";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"38";"5";"descricao_investimento";"PERCENTUAL DE INVESTIMENTO CALENDÁRIO AÇÕES (FOTOS)";"1%";"1.0000";"%";"NULL";"NULL";"53";"PERCENTUAL DE INVESTIMENTO CALENDÁRIO AÇÕES (FOTOS) | 1%"
"14";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"CENTERMASTERSUL";"1";"CENTERMASTERSUL";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"39";"2";"descricao_investimento";"VALOR TOTAL DE INVESTIMENTO: VOLUME GLOBAL E AÇÕES";"R$ 5.400,00 (R$ 450 POR MÊS)";"NULL";"BRL";"NULL";"NULL";"38";"VALOR TOTAL DE INVESTIMENTO: VOLUME GLOBAL E AÇÕES | R$ 5.400,00 (R$ 450 POR MÊS)"
"14";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"CENTERMASTERSUL";"1";"CENTERMASTERSUL";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"40";"3";"descricao_investimento";"PERCENTUAL DE INVESTIMENTO: OBJETIVO LAVA ROUPAS E AMAC. CONCENTRADO";"1%";"1.0000";"%";"NULL";"NULL";"41";"PERCENTUAL DE INVESTIMENTO: OBJETIVO LAVA ROUPAS E AMAC. CONCENTRADO | 1%"
"15";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"MYATA";"1";"SUPERMERCADO MYATA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO A DEZEMBRO/2026";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"41";"2";"descricao_investimento";"INVESTIMENTO PLANO DE TRADE ANUAL:";"20516.64";"20516.6400";"NULL";"NULL";"NULL";"32";"INVESTIMENTO PLANO DE TRADE ANUAL: | 20516.64"
"15";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"MYATA";"1";"SUPERMERCADO MYATA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO A DEZEMBRO/2026";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"42";"3";"descricao_investimento";"FORMA DE PAGAMENTO: DEPÓSITO EM CONTA";"Pagos em 12 parcelas de R$ 1.709,72";"NULL";"BRL";"NULL";"NULL";"35";"FORMA DE PAGAMENTO: DEPÓSITO EM CONTA | Pagos em 12 parcelas de R$ 1.709,72"
"16";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"PASSARELA CENTER";"1";"PASSARELA CENTER";"JBP";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"43";"2";"descricao_investimento";"INAUGURAÇÕES E ANIVERSÁRIOS 2026 - 6 INAUGURAÇÕES (2 FOTOS POR LOJA INAUGURADA)- R$ 20.000,00 CADA";"120000";"120000.0000";"BRL";"NULL";"NULL";"30";"INAUGURAÇÕES E ANIVERSÁRIOS 2026 - 6 INAUGURAÇÕES (2 FOTOS POR LOJA INAUGURADA)- R$ 20.000,00 CADA | 120000"
"16";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"PASSARELA CENTER";"1";"PASSARELA CENTER";"JBP";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"44";"3";"descricao_investimento";"PLANO DE MIDIA, NOVOS CADASTROS E LIBERAÇÕES - R$ 16.666,00 P/ MÊS :";"200000";"200000.0000";"BRL";"NULL";"NULL";"33";"PLANO DE MIDIA, NOVOS CADASTROS E LIBERAÇÕES - R$ 16.666,00 P/ MÊS : | 200000"
"16";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"PASSARELA CENTER";"1";"PASSARELA CENTER";"JBP";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"45";"4";"descricao_investimento";"PLANO DE CRESCIMENTO (15%)*:";"391000";"391000.0000";"%";"NULL";"NULL";"36";"PLANO DE CRESCIMENTO (15%)*: | 391000"
"16";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"PASSARELA CENTER";"1";"PASSARELA CENTER";"JBP";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"46";"5";"descricao_investimento";"TOTAL";"711000";"711000.0000";"NULL";"NULL";"NULL";"40";"TOTAL | 711000"
"16";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"PASSARELA CENTER";"1";"PASSARELA CENTER";"JBP";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"47";"6";"descricao_investimento";"PLANO DE CRESCIMENTO 2026 - EM VALOR*";"NULL";"NULL";"NULL";"NULL";"NULL";"45";"PLANO DE CRESCIMENTO 2026 - EM VALOR*"
"16";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"PASSARELA CENTER";"1";"PASSARELA CENTER";"JBP";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"48";"7";"descricao_investimento";"ATINGIMENTO";"% INVESTIMENTO";"NULL";"%";"NULL";"NULL";"46";"ATINGIMENTO | % INVESTIMENTO"
"16";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"PASSARELA CENTER";"1";"PASSARELA CENTER";"JBP";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"49";"8";"descricao_investimento";"CRESCIMENTO VALOR";"1,5%";"1.5000";"%";"NULL";"NULL";"47";"CRESCIMENTO VALOR | 5% | 1,5%"
"16";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"PASSARELA CENTER";"1";"PASSARELA CENTER";"JBP";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"50";"9";"descricao_investimento";"CRESCIMENTO VALOR";"2,0%";"2.0000";"%";"NULL";"NULL";"48";"CRESCIMENTO VALOR | 10% | 2,0%"
"16";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"PASSARELA CENTER";"1";"PASSARELA CENTER";"JBP";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"51";"10";"descricao_investimento";"CRESCIMENTO VALOR";"2,5%";"2.5000";"%";"NULL";"NULL";"49";"CRESCIMENTO VALOR | 15% | 2,5%"
"16";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"PASSARELA CENTER";"1";"PASSARELA CENTER";"JBP";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"52";"1";"descricao_investimento_compacto";"CRESCIMENTO VALOR";"5%";"5.0000";"%";"1,5%";"esquerda";"47";"CRESCIMENTO VALOR | 5% | 1,5%"
"16";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"PASSARELA CENTER";"1";"PASSARELA CENTER";"JBP";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"53";"2";"descricao_investimento_compacto";"CRESCIMENTO VALOR";"10%";"10.0000";"%";"2,0%";"esquerda";"48";"CRESCIMENTO VALOR | 10% | 2,0%"
"16";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"PASSARELA CENTER";"1";"PASSARELA CENTER";"JBP";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"54";"3";"descricao_investimento_compacto";"CRESCIMENTO VALOR";"15%";"15.0000";"%";"2,5%";"esquerda";"49";"CRESCIMENTO VALOR | 15% | 2,5%"
"17";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"GUANABARA";"1";"GUANABARA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"55";"2";"descricao_investimento";"PERCENTUAL DE INVESTIMENTO TOTAL:";"4%";"4.0000";"%";"NULL";"NULL";"47";"PERCENTUAL DE INVESTIMENTO TOTAL: | 4%"
"17";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"GUANABARA";"1";"GUANABARA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"56";"3";"descricao_investimento";"PERCENTUAL DE INVESTIMENTO: VOLUME GLOBAL";"2%";"2.0000";"%";"NULL";"NULL";"51";"PERCENTUAL DE INVESTIMENTO: VOLUME GLOBAL | 2%"
"17";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"GUANABARA";"1";"GUANABARA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"57";"4";"descricao_investimento";"PERCENTUAL DE INVESTIMENTO: AÇÕES";"1%";"1.0000";"%";"NULL";"NULL";"53";"PERCENTUAL DE INVESTIMENTO: AÇÕES | 1%"
"17";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"GUANABARA";"1";"GUANABARA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"58";"5";"descricao_investimento";"PERCENTUAL DE INVESTIMENTO: OBJETIVO NORTEADOR LAVA ROUPAS E AMAC. CONCENTRADO";"1%";"1.0000";"%";"NULL";"NULL";"55";"PERCENTUAL DE INVESTIMENTO: OBJETIVO NORTEADOR LAVA ROUPAS E AMAC. CONCENTRADO | 1%"
"18";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"TRINDADE";"1";"TRINDADE E SEHN LTDA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"59";"2";"descricao_investimento";"PERCENTUAL DE INVESTIMENTO MENSAL TOTAL:";"5%";"5.0000";"%";"NULL";"NULL";"47";"PERCENTUAL DE INVESTIMENTO MENSAL TOTAL: | 5%"
"18";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"TRINDADE";"1";"TRINDADE E SEHN LTDA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"60";"3";"descricao_investimento";"PERCENTUAL DE INVESTIMENTO: OBJETIVO LAVA ROUPAS E AMAC. CONCENTRADO";"0,5%";"0.5000";"%";"NULL";"NULL";"50";"PERCENTUAL DE INVESTIMENTO: OBJETIVO LAVA ROUPAS E AMAC. CONCENTRADO | 0,5%"
"18";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"TRINDADE";"1";"TRINDADE E SEHN LTDA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"61";"4";"descricao_investimento";"PERCENTUAL DE INVESTIMENTO: VOLUME GLOBAL E AÇÕES";"4,5%";"4.5000";"%";"NULL";"NULL";"53";"PERCENTUAL DE INVESTIMENTO: VOLUME GLOBAL E AÇÕES | 4,5%"
"19";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"STR";"1";"SINDICATO DOS TRABALHADORES RURAIS DE LAJEADO (STR)";"PLANO DE NEGÓCIOS";"NULL";"JULHO/25 À JUNHO/26";"2025-07";"2026-06";"2025-07 a 2026-06";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"62";"2";"descricao_investimento";"Investimento para meses em que serão feitas 3 fotos de encarte + ponto extra";"R$ 1.250,00 Investimento para meses em que serão feitas 4 fotos de encarte + ponto extra: R$ 1.500,00";"NULL";"BRL";"NULL";"NULL";"41";"Investimento para meses em que serão feitas 3 fotos de encarte + ponto extra: R$ 1.250,00 Investimento para meses em que serão feitas 4 fotos de encarte + ponto extra: R$ 1.500,00"
"20";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"GUARAPARI";"1";"GUARAPARI";"PLANO DE INTRODUÇÃO";"NULL";"OUTUBRO/25 À MARÇO/26";"2025-10";"2026-03";"2025-10 a 2026-03";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"63";"2";"descricao_investimento";"VALO DE INVESTIMENTO TOTAL";"R$ 40.000,00 (PAGOS EM 6 PARCELAS R$ 6.666,66)";"NULL";"BRL";"NULL";"NULL";"43";"VALO DE INVESTIMENTO TOTAL | R$ 40.000,00 (PAGOS EM 6 PARCELAS R$ 6.666,66)"
"20";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"GUARAPARI";"1";"GUARAPARI";"PLANO DE INTRODUÇÃO";"NULL";"OUTUBRO/25 À MARÇO/26";"2025-10";"2026-03";"2025-10 a 2026-03";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"64";"3";"descricao_investimento";"FORMA DE PAGAMENTO: DEPÓSITO EM CONTA (INFORMAR CONTA)";"DEPÓSITO EM CONTA";"NULL";"NULL";"NULL";"NULL";"46";"FORMA DE PAGAMENTO: DEPÓSITO EM CONTA (INFORMAR CONTA) | DEPÓSITO EM CONTA"
"21";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"ROXO";"1";"ROXO";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"65";"2";"descricao_investimento";"PERCENTUAL DE INVESTIMENTO MENSAL TOTAL:";"4%";"4.0000";"%";"NULL";"NULL";"41";"PERCENTUAL DE INVESTIMENTO MENSAL TOTAL: | 4%"
