"formulario_id";"importacao_id";"arquivo_nome";"processado_em";"total_abas";"aba_origem";"formulario_index";"cliente";"titulo_plano";"numero_acordo";"periodo_original";"periodo_inicio";"periodo_fim";"periodo_normalizado";"periodo_status";"periodo_acoes_original";"periodo_acoes_inicio";"periodo_acoes_fim";"periodo_acoes_normalizado";"periodo_acoes_status";"historico_id";"linha_ordem";"tipo_registro";"ano_bloco";"descricao";"valor_original";"valor_numerico";"unidade";"row_excel";"linha_original"
"17";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"GUANABARA";"1";"GUANABARA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"39";"2";"historico";"2025";"OBJETIVO DE VOLUME/MÊS (2025) CAIXAS:";"5500";"5500.0000";"CX";"16";"OBJETIVO DE VOLUME/MÊS (2025) CAIXAS: | 5500"
"17";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"GUANABARA";"1";"GUANABARA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"40";"3";"historico";"2025";"COMPRA 2025 EM VALOR (Jan à Nov.):";"3056396";"3056396.0000";"NULL";"19";"COMPRA 2025 EM VALOR (Jan à Nov.): | 3056396"
"17";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"GUANABARA";"1";"GUANABARA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"41";"4";"historico";"2025";"CRESCIMENTO 2025 EM VALOR (EM COMPARAÇÃO À 2024):";"36%";"36.0000";"%";"22";"CRESCIMENTO 2025 EM VALOR (EM COMPARAÇÃO À 2024): | 36%"
"17";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"GUANABARA";"1";"GUANABARA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"42";"5";"historico";"2025";"SHARE 2025 (ÚLTIMO TRIMESTRE)";"18,9%";"18.9000";"%";"25";"SHARE 2025 (ÚLTIMO TRIMESTRE) | 18,9%"
"18";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"TRINDADE";"1";"TRINDADE E SEHN LTDA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"43";"1";"historico";"2025";"HISTÓRICO";"NULL";"NULL";"NULL";"14";"HISTÓRICO | 2025"
"18";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"TRINDADE";"1";"TRINDADE E SEHN LTDA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"44";"2";"historico";"2025";"OBJETIVO DE VOLUME/MÊS (2025) CAIXAS:";"1200";"1200.0000";"CX";"16";"OBJETIVO DE VOLUME/MÊS (2025) CAIXAS: | 1200"
"18";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"TRINDADE";"1";"TRINDADE E SEHN LTDA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"45";"3";"historico";"2025";"COMPRA 2025 EM VALOR (Jan à Out/25):";"785133";"785133.0000";"NULL";"19";"COMPRA 2025 EM VALOR (Jan à Out/25): | 785133"
"18";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"TRINDADE";"1";"TRINDADE E SEHN LTDA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"46";"4";"historico";"2025";"CRESCIMENTO 2025 EM VALOR (EM COMPARAÇÃO À 2024):";"50%";"50.0000";"%";"22";"CRESCIMENTO 2025 EM VALOR (EM COMPARAÇÃO À 2024): | 50%"
"18";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"TRINDADE";"1";"TRINDADE E SEHN LTDA";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"47";"5";"historico";"2025";"SHARE 2025 (ÚLTIMO TRIMESTRE)";"25%";"25.0000";"%";"25";"SHARE 2025 (ÚLTIMO TRIMESTRE) | 25%"
"19";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"STR";"1";"SINDICATO DOS TRABALHADORES RURAIS DE LAJEADO (STR)";"PLANO DE NEGÓCIOS";"NULL";"JULHO/25 À JUNHO/26";"2025-07";"2026-06";"2025-07 a 2026-06";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"48";"1";"historico";"2022";"HISTÓRICO";"NULL";"NULL";"NULL";"14";"HISTÓRICO | 2022"
"19";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"STR";"1";"SINDICATO DOS TRABALHADORES RURAIS DE LAJEADO (STR)";"PLANO DE NEGÓCIOS";"NULL";"JULHO/25 À JUNHO/26";"2025-07";"2026-06";"2025-07 a 2026-06";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"49";"2";"historico";"2022";"COMPRA 2024 (JANEIRO À DEZEMBRO):";"743823";"743823.0000";"NULL";"16";"COMPRA 2024 (JANEIRO À DEZEMBRO): | 743823"
"19";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"STR";"1";"SINDICATO DOS TRABALHADORES RURAIS DE LAJEADO (STR)";"PLANO DE NEGÓCIOS";"NULL";"JULHO/25 À JUNHO/26";"2025-07";"2026-06";"2025-07 a 2026-06";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"50";"3";"historico";"2022";"CRESCIMENTO VOLUME 2024 (EM COMPARAÇÃO À 2023):";"5%";"5.0000";"%";"19";"CRESCIMENTO VOLUME 2024 (EM COMPARAÇÃO À 2023): | 5%"
"20";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"GUARAPARI";"1";"GUARAPARI";"PLANO DE INTRODUÇÃO";"NULL";"OUTUBRO/25 À MARÇO/26";"2025-10";"2026-03";"2025-10 a 2026-03";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"51";"1";"historico";"2024";"HISTÓRICO";"NULL";"NULL";"NULL";"14";"HISTÓRICO | 2024"
"20";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"GUARAPARI";"1";"GUARAPARI";"PLANO DE INTRODUÇÃO";"NULL";"OUTUBRO/25 À MARÇO/26";"2025-10";"2026-03";"2025-10 a 2026-03";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"52";"2";"historico";"2024";"COMPRA MÉDIA VOLUME (OUT/24 À MAR/25)CX";"966cx";"966.0000";"CX";"16";"COMPRA MÉDIA VOLUME (OUT/24 À MAR/25)CX | 966cx"
"21";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"ROXO";"1";"ROXO";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"53";"1";"historico";"2025";"HISTÓRICO";"NULL";"NULL";"NULL";"14";"HISTÓRICO | 2025 | Mar-Abr | 2026-05-18 00:00:00"
"21";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"ROXO";"1";"ROXO";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"54";"3";"historico";"2025";"OBJETIVO DE VOLUME/MÊS (2025) CAIXAS:";"1.800 À 2.000";"NULL";"CX";"16";"OBJETIVO DE VOLUME/MÊS (2025) CAIXAS: | 1.800 À 2.000 | Jul-Ago | 2026-09-18 00:00:00"
"21";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"ROXO";"1";"ROXO";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"55";"6";"historico";"2025";"COMPRA 2025 EM VALOR(Janeiro à Outubro/2025):";"853559.13";"853559.1300";"NULL";"19";"COMPRA 2025 EM VALOR(Janeiro à Outubro/2025): | 853559.13"
"21";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"ROXO";"1";"ROXO";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"56";"7";"historico";"2025";"SHARE 2025 (ÚLTIMO TRIMESTRE)";"32,6%";"32.6000";"%";"22";"SHARE 2025 (ÚLTIMO TRIMESTRE) | 32,6%"
"22";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"TREICHEL";"1";"TREICHEL";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"57";"1";"historico";"2025";"HISTÓRICO";"NULL";"NULL";"NULL";"14";"HISTÓRICO | 2025"
"22";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"TREICHEL";"1";"TREICHEL";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"58";"2";"historico";"2025";"COMPRA 2025 EM VALOR (Jan à Out):";"1404186.23";"1404186.2300";"NULL";"16";"COMPRA 2025 EM VALOR (Jan à Out): | 1404186.23"
"22";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"TREICHEL";"1";"TREICHEL";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"59";"3";"historico";"2025";"CRESCIMENTO 2025 EM VALOR (EM COMPARAÇÃO À 2024):";"5%";"5.0000";"%";"19";"CRESCIMENTO 2025 EM VALOR (EM COMPARAÇÃO À 2024): | 5%"
"22";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"TREICHEL";"1";"TREICHEL";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"60";"4";"historico";"2025";"SHARE 2025 (ÚLTIMO TRIMESTRE)";"26%";"26.0000";"%";"22";"SHARE 2025 (ÚLTIMO TRIMESTRE) | 26%"
"23";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"JEPSEN";"1";"JEPSEN";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"61";"1";"historico";"2025";"HISTÓRICO";"NULL";"NULL";"NULL";"14";"HISTÓRICO | 2025"
"23";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"JEPSEN";"1";"JEPSEN";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"62";"2";"historico";"2025";"MÉDIA DE VOLUME/MÊS (2025) CAIXAS:";"1.300cx";"1300.0000";"CX";"16";"MÉDIA DE VOLUME/MÊS (2025) CAIXAS: | 1.300cx"
"23";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"JEPSEN";"1";"JEPSEN";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"63";"3";"historico";"2025";"COMPRA 2025 EM VALOR (Janeiro à Novembro/2025):";"732890";"732890.0000";"NULL";"19";"COMPRA 2025 EM VALOR (Janeiro à Novembro/2025): | 732890"
"23";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"JEPSEN";"1";"JEPSEN";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"64";"4";"historico";"2025";"SHARE 2025 (ÚLTIMO TRIMESTRE)";"36,0%";"36.0000";"%";"22";"SHARE 2025 (ÚLTIMO TRIMESTRE) | 36,0%"
"25";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"BONATO";"1";"L C BONATO";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"65";"1";"historico";"2025";"HISTÓRICO";"NULL";"NULL";"NULL";"14";"HISTÓRICO | 2025"
"25";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"BONATO";"1";"L C BONATO";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"66";"2";"historico";"2025";"COMPRA 2025 EM VALOR (Jan à Out):";"301319.28";"301319.2800";"NULL";"17";"COMPRA 2025 EM VALOR (Jan à Out): | 301319.28"
"26";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"STOCK-ARCHER";"1";"STOCK/ARCHER";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"67";"1";"historico";"2025";"HISTÓRICO";"NULL";"NULL";"NULL";"14";"HISTÓRICO | 2025"
"26";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"STOCK-ARCHER";"1";"STOCK/ARCHER";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"68";"2";"historico";"2025";"OBJETIVO DE VOLUME/MÊS (2025) CAIXAS:";"1350";"1350.0000";"CX";"16";"OBJETIVO DE VOLUME/MÊS (2025) CAIXAS: | 1350"
"26";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"STOCK-ARCHER";"1";"STOCK/ARCHER";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"69";"3";"historico";"2025";"COMPRA 2025 EM VALOR (JAN À SET):";"486475";"486475.0000";"NULL";"19";"COMPRA 2025 EM VALOR (JAN À SET): | 486475"
"30";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"NICOLINI";"1";"OSMAR NICOLINI";"PLANO DE NEGÓCIOS";"NULL";"MARÇO/25 A FEVEREIRO/26";"2025-03";"2026-02";"2025-03 a 2026-02";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"70";"1";"historico";"2024";"HISTÓRICO";"NULL";"NULL";"NULL";"14";"HISTÓRICO | 2024"
"30";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"NICOLINI";"1";"OSMAR NICOLINI";"PLANO DE NEGÓCIOS";"NULL";"MARÇO/25 A FEVEREIRO/26";"2025-03";"2026-02";"2025-03 a 2026-02";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"71";"2";"historico";"2024";"OBJETIVO DE VOLUME/MÊS (2024) CAIXAS:";"3250";"3250.0000";"CX";"16";"OBJETIVO DE VOLUME/MÊS (2024) CAIXAS: | 3250"
"30";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"NICOLINI";"1";"OSMAR NICOLINI";"PLANO DE NEGÓCIOS";"NULL";"MARÇO/25 A FEVEREIRO/26";"2025-03";"2026-02";"2025-03 a 2026-02";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"72";"3";"historico";"2024";"COMPRA 2024 EM VALOR:";"2424140";"2424140.0000";"NULL";"19";"COMPRA 2024 EM VALOR: | 2424140"
"30";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"NICOLINI";"1";"OSMAR NICOLINI";"PLANO DE NEGÓCIOS";"NULL";"MARÇO/25 A FEVEREIRO/26";"2025-03";"2026-02";"2025-03 a 2026-02";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"73";"4";"historico";"2024";"CRESCIMENTO 2024 EM VALOR (EM COMPARAÇÃO À 2023):";"55%";"55.0000";"%";"22";"CRESCIMENTO 2024 EM VALOR (EM COMPARAÇÃO À 2023): | 55%"
"30";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"NICOLINI";"1";"OSMAR NICOLINI";"PLANO DE NEGÓCIOS";"NULL";"MARÇO/25 A FEVEREIRO/26";"2025-03";"2026-02";"2025-03 a 2026-02";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"74";"5";"historico";"2024";"SHARE 2024 (ÚLTIMO TRIMESTRE)";"20%";"20.0000";"%";"25";"SHARE 2024 (ÚLTIMO TRIMESTRE) | 20%"
"31";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"IMEC-DESCO";"1";"IMEC/DESCO";"JBP";"NULL";"FEVEREIRO À DEZEMBRO/26";"2026-02";"2026-12";"2026-02 a 2026-12";"normalizado";"MARÇO/26 À JANEIRO/27";"2026-03";"2027-01";"2026-03 a 2027-01";"normalizado";"75";"1";"historico";"2025";"HISTÓRICO";"NULL";"NULL";"NULL";"17";"HISTÓRICO | 2025"
"31";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"IMEC-DESCO";"1";"IMEC/DESCO";"JBP";"NULL";"FEVEREIRO À DEZEMBRO/26";"2026-02";"2026-12";"2026-02 a 2026-12";"normalizado";"MARÇO/26 À JANEIRO/27";"2026-03";"2027-01";"2026-03 a 2027-01";"normalizado";"76";"2";"historico";"2025";"OBJETIVO DE VALOR POR MÊS 2025";"750000";"750000.0000";"NULL";"19";"OBJETIVO DE VALOR POR MÊS 2025 | 750000"
"31";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"IMEC-DESCO";"1";"IMEC/DESCO";"JBP";"NULL";"FEVEREIRO À DEZEMBRO/26";"2026-02";"2026-12";"2026-02 a 2026-12";"normalizado";"MARÇO/26 À JANEIRO/27";"2026-03";"2027-01";"2026-03 a 2027-01";"normalizado";"77";"3";"historico";"2025";"COMPRA TOTAL 2025 EM VALOR (JULHO/25 À JAN/26)";"5035988.68";"5035988.6800";"NULL";"22";"COMPRA TOTAL 2025 EM VALOR (JULHO/25 À JAN/26) | 5035988.68"
