"formulario_id";"importacao_id";"arquivo_nome";"processado_em";"total_abas";"aba_origem";"formulario_index";"cliente";"titulo_plano";"numero_acordo";"periodo_original";"periodo_inicio";"periodo_fim";"periodo_normalizado";"periodo_status";"periodo_acoes_original";"periodo_acoes_inicio";"periodo_acoes_fim";"periodo_acoes_normalizado";"periodo_acoes_status";"objetivo_id";"linha_ordem";"tipo_registro";"ano_bloco";"descricao";"valor_original";"valor_numerico";"unidade";"gatilho_anual";"faturamento";"lava_roupas_liquido";"amaciante_concentrado";"observacao";"lado_layout";"row_excel";"linha_original"
"21";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"ROXO";"1";"ROXO";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"75";"2";"objetivo";"2026";"OBJETIVO DE VOLUME/MÊS (CAIXAS):";"1.800 (1 CARGA) À 2.000cx";"NULL";"CX";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"27";"OBJETIVO DE VOLUME/MÊS (CAIXAS): | 1.800 (1 CARGA) À 2.000cx"
"21";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"ROXO";"1";"ROXO";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"76";"3";"objetivo";"2026";"OBJETIVO DE VOLUME/TOTAL DO PERÍODO (CAIXAS):";"24000";"24000.0000";"CX";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"30";"OBJETIVO DE VOLUME/TOTAL DO PERÍODO (CAIXAS): | 24000"
"21";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"ROXO";"1";"ROXO";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"77";"4";"objetivo";"2026";"OBJETIVO DE SHARE PARA 2026:";"38%";"38.0000";"%";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"33";"OBJETIVO DE SHARE PARA 2026: | 38%"
"21";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"ROXO";"1";"ROXO";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"78";"5";"objetivo";"2026";"MODALIDADE DE CARREGAMENTO:";"FOB";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"36";"MODALIDADE DE CARREGAMENTO: | FOB"
"23";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"JEPSEN";"1";"JEPSEN";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"79";"1";"objetivo";"2026";"OBJETIVOS";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"25";"OBJETIVOS | 2026"
"23";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"JEPSEN";"1";"JEPSEN";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"80";"2";"objetivo";"2026";"OBJETIVO DE VOLUME/MÊS (CAIXAS):";"1.300 (1 CARGA) À 1.500cx";"NULL";"CX";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"27";"OBJETIVO DE VOLUME/MÊS (CAIXAS): | 1.300 (1 CARGA) À 1.500cx"
"23";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"JEPSEN";"1";"JEPSEN";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"81";"3";"objetivo";"2026";"OBJETIVO DE VOLUME/TOTAL DO PERÍODO (CAIXAS):";"17.000cx";"17000.0000";"CX";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"30";"OBJETIVO DE VOLUME/TOTAL DO PERÍODO (CAIXAS): | 17.000cx"
"23";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"JEPSEN";"1";"JEPSEN";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"82";"4";"objetivo";"2026";"CRESCIMENTO PARA 2026:";"10%";"10.0000";"%";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"33";"CRESCIMENTO PARA 2026: | 10%"
"23";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"JEPSEN";"1";"JEPSEN";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"83";"5";"objetivo";"2026";"OBJETIVO DE SHARE PARA 2026:";"40%";"40.0000";"%";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"36";"OBJETIVO DE SHARE PARA 2026: | 40%"
"23";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"JEPSEN";"1";"JEPSEN";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"84";"6";"objetivo";"2026";"MODALIDADE DE CARREGAMENTO:";"FOB";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"39";"MODALIDADE DE CARREGAMENTO: | FOB"
"24";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"REDE AMMA";"1";"REDE AMMA";"PLANO DE INTRODUÇÃO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"85";"1";"objetivo";"NULL";"OBJETIVOS PARA O INVESTIMENTO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"14";"OBJETIVOS PARA O INVESTIMENTO"
"24";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"REDE AMMA";"1";"REDE AMMA";"PLANO DE INTRODUÇÃO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"86";"2";"objetivo";"NULL";"OBJETIVO DE VOLUME/MÊS (CAIXAS):";"1.500 à 1.800 (1 carga)";"NULL";"CX";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"16";"OBJETIVO DE VOLUME/MÊS (CAIXAS): | 1.500 à 1.800 (1 carga)"
"24";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"REDE AMMA";"1";"REDE AMMA";"PLANO DE INTRODUÇÃO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"87";"3";"objetivo";"NULL";"OBJETIVO DE VOLUME/TOTAL DO PERÍODO (CAIXAS):";"13.200cx";"13200.0000";"CX";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"19";"OBJETIVO DE VOLUME/TOTAL DO PERÍODO (CAIXAS): | 13.200cx"
"24";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"REDE AMMA";"1";"REDE AMMA";"PLANO DE INTRODUÇÃO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"88";"4";"objetivo";"NULL";"MODALIDADE DE CARREGAMENTO:";"FOB";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"22";"MODALIDADE DE CARREGAMENTO: | FOB"
"26";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"STOCK-ARCHER";"1";"STOCK/ARCHER";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"89";"1";"objetivo";"2026";"OBJETIVOS";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"22";"OBJETIVOS | 2026"
"26";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"STOCK-ARCHER";"1";"STOCK/ARCHER";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"90";"2";"objetivo";"2026";"OBJETIVO DE VOLUME/MÊS NORTEADOR (CAIXAS):";"1400";"1400.0000";"CX";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"24";"OBJETIVO DE VOLUME/MÊS NORTEADOR (CAIXAS): | 1400"
"26";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"STOCK-ARCHER";"1";"STOCK/ARCHER";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"91";"3";"objetivo";"2026";"OBJETIVO DE VOLUME/TOTAL DO PERÍODO (CAIXAS):";"16800";"16800.0000";"CX";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"27";"OBJETIVO DE VOLUME/TOTAL DO PERÍODO (CAIXAS): | 16800"
"26";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"STOCK-ARCHER";"1";"STOCK/ARCHER";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"92";"4";"objetivo";"2026";"MODALIDADE DE CARREGAMENTO:";"CIF";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"30";"MODALIDADE DE CARREGAMENTO: | CIF"
"27";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"MAXFORT";"1";"MAXFORT ATACADO";"PLANO DE INTRODUÇÃO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"93";"1";"objetivo";"NULL";"OBJETIVOS PARA O INVESTIMENTO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"14";"OBJETIVOS PARA O INVESTIMENTO"
"27";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"MAXFORT";"1";"MAXFORT ATACADO";"PLANO DE INTRODUÇÃO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"94";"2";"objetivo";"NULL";"OBJETIVO DE VOLUME/MÊS (CAIXAS):";"600";"600.0000";"CX";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"16";"OBJETIVO DE VOLUME/MÊS (CAIXAS): | 600"
"27";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"MAXFORT";"1";"MAXFORT ATACADO";"PLANO DE INTRODUÇÃO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"95";"3";"objetivo";"NULL";"OBJETIVO DE VOLUME/TOTAL DO PERÍODO (CAIXAS):";"3.000cx";"3000.0000";"CX";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"19";"OBJETIVO DE VOLUME/TOTAL DO PERÍODO (CAIXAS): | 3.000cx"
"27";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"MAXFORT";"1";"MAXFORT ATACADO";"PLANO DE INTRODUÇÃO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"96";"4";"objetivo";"NULL";"MODALIDADE DE CARREGAMENTO:";"FOB";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"22";"MODALIDADE DE CARREGAMENTO: | FOB"
"29";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"IMPERIAL";"1";"IMPERIAL SUPERMERCADOS";"PLANO DE NEGÓCIOS";"NULL";"JULHO/25 À DEZ/26";"NULL";"NULL";"JULHO/25 À DEZ/26";"nao_interpretado";"NULL";"NULL";"NULL";"NULL";"NULL";"97";"1";"objetivo";"2024";"OBJETIVOS";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"14";"OBJETIVOS | 2024"
"29";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"IMPERIAL";"1";"IMPERIAL SUPERMERCADOS";"PLANO DE NEGÓCIOS";"NULL";"JULHO/25 À DEZ/26";"NULL";"NULL";"JULHO/25 À DEZ/26";"nao_interpretado";"NULL";"NULL";"NULL";"NULL";"NULL";"98";"2";"objetivo";"2024";"OBJETIVO DE NORTEADOR VOLUME/MÊS (CAIXAS):";"1400";"1400.0000";"CX";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"16";"OBJETIVO DE NORTEADOR VOLUME/MÊS (CAIXAS): | 1400"
"29";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"IMPERIAL";"1";"IMPERIAL SUPERMERCADOS";"PLANO DE NEGÓCIOS";"NULL";"JULHO/25 À DEZ/26";"NULL";"NULL";"JULHO/25 À DEZ/26";"nao_interpretado";"NULL";"NULL";"NULL";"NULL";"NULL";"99";"3";"objetivo";"2024";"OBJETIVO DE VOLUME/TOTAL DO PERÍODO (CAIXAS):";"25200";"25200.0000";"CX";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"19";"OBJETIVO DE VOLUME/TOTAL DO PERÍODO (CAIXAS): | 25200"
"29";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"IMPERIAL";"1";"IMPERIAL SUPERMERCADOS";"PLANO DE NEGÓCIOS";"NULL";"JULHO/25 À DEZ/26";"NULL";"NULL";"JULHO/25 À DEZ/26";"nao_interpretado";"NULL";"NULL";"NULL";"NULL";"NULL";"100";"4";"objetivo";"2024";"MODALIDADE DE CARREGAMENTO:";"FOB";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"22";"MODALIDADE DE CARREGAMENTO: | FOB"
"30";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"NICOLINI";"1";"OSMAR NICOLINI";"PLANO DE NEGÓCIOS";"NULL";"MARÇO/25 A FEVEREIRO/26";"2025-03";"2026-02";"2025-03 a 2026-02";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"101";"1";"objetivo";"2025";"OBJETIVOS";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"28";"OBJETIVOS | 2025"
"30";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"NICOLINI";"1";"OSMAR NICOLINI";"PLANO DE NEGÓCIOS";"NULL";"MARÇO/25 A FEVEREIRO/26";"2025-03";"2026-02";"2025-03 a 2026-02";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"102";"2";"objetivo";"2025";"OBJETIVO DE VOLUME/MÊS (CAIXAS):";"4713";"4713.0000";"CX";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"30";"OBJETIVO DE VOLUME/MÊS (CAIXAS): | 4713"
"30";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"NICOLINI";"1";"OSMAR NICOLINI";"PLANO DE NEGÓCIOS";"NULL";"MARÇO/25 A FEVEREIRO/26";"2025-03";"2026-02";"2025-03 a 2026-02";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"103";"3";"objetivo";"2025";"OBJETIVO DE VOLUME/TOTAL DO PERÍODO (CAIXAS):";"56561";"56561.0000";"CX";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"33";"OBJETIVO DE VOLUME/TOTAL DO PERÍODO (CAIXAS): | 56561"
"30";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"NICOLINI";"1";"OSMAR NICOLINI";"PLANO DE NEGÓCIOS";"NULL";"MARÇO/25 A FEVEREIRO/26";"2025-03";"2026-02";"2025-03 a 2026-02";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"104";"4";"objetivo";"2025";"OBJETIVO DE CRESCIMENTO EM VOLUME PARA 2025: (EM RELAÇÃO AO VOLUME DE COMPRA MÉDIA DE ___À___ DE 2024)";"25%";"25.0000";"%";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"36";"OBJETIVO DE CRESCIMENTO EM VOLUME PARA 2025: (EM RELAÇÃO AO VOLUME DE COMPRA MÉDIA DE ___À___ DE 2024) | 25%"
"30";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"NICOLINI";"1";"OSMAR NICOLINI";"PLANO DE NEGÓCIOS";"NULL";"MARÇO/25 A FEVEREIRO/26";"2025-03";"2026-02";"2025-03 a 2026-02";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"105";"5";"objetivo";"2025";"OBJETIVO DE SHARE PARA 2025:";"22%";"22.0000";"%";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"39";"OBJETIVO DE SHARE PARA 2025: | 22%"
"30";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"NICOLINI";"1";"OSMAR NICOLINI";"PLANO DE NEGÓCIOS";"NULL";"MARÇO/25 A FEVEREIRO/26";"2025-03";"2026-02";"2025-03 a 2026-02";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"106";"6";"objetivo";"2025";"MODALIDADE DE CARREGAMENTO:";"FOB";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"42";"MODALIDADE DE CARREGAMENTO: | FOB"
"31";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"IMEC-DESCO";"1";"IMEC/DESCO";"JBP";"NULL";"FEVEREIRO À DEZEMBRO/26";"2026-02";"2026-12";"2026-02 a 2026-12";"normalizado";"MARÇO/26 À JANEIRO/27";"2026-03";"2027-01";"2026-03 a 2027-01";"normalizado";"107";"1";"objetivo";"2026";"OBJETIVOS";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"25";"OBJETIVOS | 2026"
"31";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"IMEC-DESCO";"1";"IMEC/DESCO";"JBP";"NULL";"FEVEREIRO À DEZEMBRO/26";"2026-02";"2026-12";"2026-02 a 2026-12";"normalizado";"MARÇO/26 À JANEIRO/27";"2026-03";"2027-01";"2026-03 a 2027-01";"normalizado";"108";"2";"objetivo";"2026";"OBJETIVO TOTAL EM VALOR 2026 (FEV À DEZ):";"R$ 11.000.000,00 (R$ 1.000.000,00 MÉDIA MÊS)";"NULL";"BRL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"27";"OBJETIVO TOTAL EM VALOR 2026 (FEV À DEZ): | R$ 11.000.000,00 (R$ 1.000.000,00 MÉDIA MÊS)"
"31";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"IMEC-DESCO";"1";"IMEC/DESCO";"JBP";"NULL";"FEVEREIRO À DEZEMBRO/26";"2026-02";"2026-12";"2026-02 a 2026-12";"normalizado";"MARÇO/26 À JANEIRO/27";"2026-03";"2027-01";"2026-03 a 2027-01";"normalizado";"109";"3";"objetivo";"2026";"MODALIDADE DE CARREGAMENTO:";"FOB";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"30";"MODALIDADE DE CARREGAMENTO: | FOB"
"32";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"DIAS E KRIEGER ( POPULAR)";"1";"DIAS E KRIEGER ( POPULAR)";"PLANO DE INTRODUÇÃO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"110";"1";"objetivo";"NULL";"OBJETIVOS PARA O INVESTIMENTO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"14";"OBJETIVOS PARA O INVESTIMENTO"
"32";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"DIAS E KRIEGER ( POPULAR)";"1";"DIAS E KRIEGER ( POPULAR)";"PLANO DE INTRODUÇÃO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"111";"2";"objetivo";"NULL";"OBJETIVO DE VOLUME/MÊS (CAIXAS):";"500";"500.0000";"CX";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"16";"OBJETIVO DE VOLUME/MÊS (CAIXAS): | 500"
"32";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"DIAS E KRIEGER ( POPULAR)";"1";"DIAS E KRIEGER ( POPULAR)";"PLANO DE INTRODUÇÃO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"112";"3";"objetivo";"NULL";"OBJETIVO DE VOLUME/TOTAL DO PERÍODO (CAIXAS):";"2000";"2000.0000";"CX";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"19";"OBJETIVO DE VOLUME/TOTAL DO PERÍODO (CAIXAS): | 2000"
"32";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"DIAS E KRIEGER ( POPULAR)";"1";"DIAS E KRIEGER ( POPULAR)";"PLANO DE INTRODUÇÃO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"113";"4";"objetivo";"NULL";"MODALIDADE DE CARREGAMENTO:";"CIF";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"22";"MODALIDADE DE CARREGAMENTO: | CIF"
